Mon Aug 17 14:28:23 2020    profile/ladder

         854041 function calls (851771 primitive calls) in 45.516 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/arrayprint.py:1136(BoolFormat)
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ma/extras.py:326(_fromnxfunction_allargs)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ma/extras.py:288(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/ast.py:495(Bytes)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/urllib/parse.py:342(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/urllib/parse.py:328(ParseResult)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/polynomial/polyutils.py:64(PolyError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/ctypes/__init__.py:243(c_void_p)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/_ufunc_config.py:362(_unspecified)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/urllib/parse.py:347(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/ctypes/__init__.py:253(c_wchar_p)
        1    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/fermionic/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/multiarray.py:143(concatenate)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/ctypes/__init__.py:162(c_short)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/ctypes/__init__.py:258(c_wchar)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/urllib/parse.py:334(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/pickle.py:97(_Stop)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/multiarray.py:1043(copyto)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/ctypes/__init__.py:191(c_float)
        1    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/numeric.py:59(ComplexWarning)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:933(_TypingEmpty)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ma/core.py:155(MAError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/ast.py:499(NameConstant)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/polynomial/polyutils.py:81(PolyBase)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/pathlib.py:1538(PosixPath)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:1757(TypedDict)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/polynomial/polyutils.py:68(PolyDomainError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/shutil.py:82(RegistryError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/ctypes/__init__.py:174(c_ulong)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/ctypes/__init__.py:232(c_char)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/ctypes/__init__.py:248(c_bool)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/ctypes/__init__.py:170(c_long)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/ctypes/__init__.py:195(c_double)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:1095(daemon)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/_iotools.py:437(ConversionWarning)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._set_madvise_hugepage}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/ctypes/__init__.py:183(c_int)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/ctypes/__init__.py:220(c_ubyte)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/_globals.py:30(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/ctypes/__init__.py:199(c_longdouble)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/_exceptions.py:120(TooHardError)
        1    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/dmrg/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/shutil.py:72(SpecialFileError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/shutil.py:79(ReadError)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/ma/core.py:163(MaskError)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/_iotools.py:429(ConverterLockError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/shutil.py:86(_GiveupOnFastCopy)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/ctypes/__init__.py:227(c_byte)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/ctypes/__init__.py:187(c_uint)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/dmrghelpers/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:1746(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:940(_TypingEllipsis)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/contextlib.py:59(_recreate_cm)
        1    0.000    0.000    0.000    0.000 /home/mary/mypydmrg/basics/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/_distributor_init.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/urllib/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/_globals.py:44(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/random.py:729(seed)


